,checking_status,duration,credit_history,purpose,credit_amount,savings_status,personal_status,age,class
666,0,30.0,0,3,3496.0,3,3,34.0,1
667,3,48.0,0,0,3609.0,2,0,27.0,1
668,1,12.0,1,4,4843.0,2,3,43.0,0
669,2,30.0,1,6,3017.0,2,3,47.0,1
670,3,24.0,1,0,4139.0,0,3,27.0,1
671,3,36.0,3,0,5742.0,0,3,31.0,1
672,3,60.0,3,4,10366.0,2,3,42.0,1
673,3,6.0,1,4,2080.0,1,2,24.0,1
674,3,21.0,2,0,2580.0,1,3,41.0,0
675,3,30.0,1,6,4530.0,2,0,26.0,1
676,3,24.0,1,3,5150.0,2,3,33.0,1
677,0,72.0,3,6,5595.0,0,2,24.0,0
678,1,24.0,3,6,2384.0,2,3,64.0,1
679,3,18.0,3,6,1453.0,2,0,26.0,1
680,3,6.0,3,2,1538.0,2,0,56.0,1
681,3,12.0,3,6,2279.0,4,3,37.0,1
682,3,15.0,2,6,1478.0,2,2,33.0,1
683,3,24.0,1,6,5103.0,2,2,47.0,1
684,0,36.0,2,0,9857.0,0,3,31.0,1
685,3,60.0,3,4,6527.0,4,3,34.0,1
686,2,10.0,1,6,1347.0,4,3,27.0,1
687,0,36.0,2,4,2862.0,0,3,30.0,1
688,3,9.0,3,6,2753.0,0,3,35.0,1
689,1,12.0,3,4,3651.0,3,3,31.0,1
690,1,15.0,1,3,975.0,2,1,25.0,1
691,0,15.0,3,7,2631.0,0,0,25.0,1
692,0,24.0,3,6,2896.0,0,3,29.0,1
693,1,6.0,1,4,4716.0,4,3,44.0,1
694,3,24.0,3,6,2284.0,2,3,28.0,1
695,3,6.0,3,9,1236.0,1,3,50.0,1
696,0,12.0,3,6,1103.0,2,3,29.0,1
697,3,12.0,1,4,926.0,2,0,38.0,1
698,3,18.0,1,6,1800.0,2,3,24.0,1
699,2,15.0,3,2,1905.0,2,3,40.0,1
700,3,12.0,3,3,1123.0,1,0,29.0,0
701,1,48.0,1,9,6331.0,2,3,46.0,0
702,2,24.0,3,6,1377.0,0,0,47.0,1
703,0,30.0,2,0,2503.0,0,3,41.0,1
704,0,27.0,3,0,2528.0,2,0,32.0,1
705,3,15.0,3,4,5324.0,1,0,35.0,1
706,0,48.0,3,4,6560.0,0,3,24.0,0
707,0,12.0,4,3,2969.0,2,0,25.0,0
708,0,9.0,3,6,1206.0,2,0,25.0,1
709,0,9.0,3,6,2118.0,2,3,37.0,1
710,3,18.0,1,6,629.0,1,3,32.0,1
711,1,6.0,0,2,1198.0,2,0,35.0,0
712,3,21.0,3,9,2476.0,4,3,46.0,1
713,1,9.0,1,6,1138.0,2,3,25.0,1
714,0,60.0,3,4,14027.0,2,3,27.0,0
715,3,30.0,1,9,7596.0,4,3,63.0,1
716,3,30.0,1,6,3077.0,4,3,40.0,1
717,3,18.0,3,6,1505.0,2,3,32.0,1
718,2,24.0,1,6,3148.0,4,3,31.0,1
719,0,20.0,4,9,6148.0,0,2,31.0,1
720,2,9.0,4,6,1337.0,2,3,34.0,0
721,0,6.0,0,2,433.0,3,0,24.0,0
722,1,12.0,3,4,1228.0,2,0,24.0,0
723,0,9.0,3,6,790.0,1,0,66.0,1
724,3,27.0,3,4,2570.0,2,0,21.0,0
725,3,6.0,1,4,250.0,3,0,41.0,1
726,3,15.0,1,6,1316.0,1,2,47.0,1
727,1,18.0,3,6,1882.0,2,0,25.0,0
728,0,48.0,0,0,6416.0,2,0,59.0,0
729,2,24.0,1,0,1275.0,3,1,36.0,1
730,0,24.0,2,6,6403.0,2,3,33.0,1
731,1,24.0,3,6,1987.0,2,3,21.0,0
732,0,8.0,3,6,760.0,2,0,44.0,1
733,3,24.0,3,9,2603.0,3,0,28.0,1
734,3,4.0,1,4,3380.0,2,0,37.0,1
735,0,36.0,0,1,3990.0,4,0,29.0,1
736,0,24.0,3,9,11560.0,2,0,23.0,0
737,1,18.0,3,4,4380.0,0,3,35.0,1
738,3,6.0,1,4,6761.0,2,3,45.0,1
739,0,30.0,4,0,4280.0,0,0,26.0,0
740,1,24.0,0,4,2325.0,0,3,32.0,1
741,0,10.0,0,6,1048.0,2,3,23.0,1
742,3,21.0,3,6,3160.0,4,3,41.0,1
743,1,24.0,0,3,2483.0,1,3,22.0,1
744,1,39.0,1,3,14179.0,4,3,30.0,1
745,1,13.0,1,0,1797.0,2,3,28.0,1
746,1,15.0,3,4,2511.0,2,0,23.0,1
747,1,12.0,3,4,1274.0,2,0,37.0,0
748,3,21.0,3,9,5248.0,4,3,26.0,1
749,3,15.0,3,9,3029.0,2,3,33.0,1
750,1,6.0,3,3,428.0,2,0,49.0,1
751,1,18.0,3,4,976.0,2,0,23.0,0
752,0,12.0,3,0,841.0,0,0,23.0,1
753,3,30.0,1,6,5771.0,2,0,25.0,1
754,3,12.0,2,7,1555.0,3,3,55.0,0
755,1,24.0,3,4,1285.0,4,0,32.0,0
756,2,6.0,1,4,1299.0,2,3,74.0,1
757,2,15.0,1,6,1271.0,4,3,39.0,0
758,3,24.0,3,4,1393.0,2,3,31.0,1
759,1,12.0,1,4,691.0,2,3,35.0,0
760,3,15.0,1,4,5045.0,4,0,59.0,1
761,1,18.0,1,3,2124.0,2,0,24.0,0
762,1,12.0,3,6,2214.0,2,3,24.0,1
763,3,21.0,1,4,12680.0,4,3,30.0,0
764,3,24.0,1,4,2463.0,0,2,27.0,1
765,0,12.0,3,6,1155.0,2,2,40.0,1
766,1,30.0,3,3,3108.0,2,1,31.0,0
767,3,10.0,3,9,2901.0,4,0,31.0,1
768,0,12.0,1,3,3617.0,2,3,28.0,1
769,3,12.0,1,6,1655.0,2,3,63.0,1
770,1,24.0,3,9,2812.0,4,0,26.0,1
771,1,36.0,1,2,8065.0,2,0,25.0,0
772,3,21.0,1,9,3275.0,2,3,36.0,1
773,3,24.0,1,6,2223.0,0,3,52.0,1
774,2,12.0,1,4,1480.0,1,3,66.0,1
775,1,24.0,3,4,1371.0,4,0,25.0,0
776,3,36.0,1,4,3535.0,2,3,37.0,1
777,1,18.0,3,6,3509.0,2,0,25.0,1
778,3,36.0,1,9,5711.0,3,3,38.0,1
779,0,18.0,3,7,3872.0,2,0,67.0,1
780,0,39.0,1,6,4933.0,2,3,25.0,0
781,3,24.0,1,4,1940.0,3,3,60.0,1
782,0,12.0,4,8,1410.0,2,3,31.0,1
783,0,12.0,3,4,836.0,0,0,23.0,0
784,0,20.0,3,9,6468.0,4,1,60.0,1
785,0,18.0,3,0,1941.0,3,3,35.0,1
786,3,22.0,3,6,2675.0,1,3,40.0,1
787,3,48.0,1,9,2751.0,4,3,38.0,1
788,0,48.0,2,2,6224.0,2,3,50.0,0
789,1,40.0,1,2,5998.0,2,3,27.0,0
790,0,21.0,3,0,1188.0,2,0,39.0,0
791,3,24.0,3,9,6313.0,4,3,41.0,1
792,3,6.0,1,3,1221.0,4,2,27.0,1
793,2,24.0,3,3,2892.0,2,1,51.0,1
794,3,24.0,3,3,3062.0,1,3,32.0,1
795,3,9.0,3,3,2301.0,0,0,22.0,1
796,1,18.0,3,9,7511.0,4,3,51.0,0
797,3,12.0,1,3,1258.0,2,0,22.0,1
798,3,24.0,2,4,717.0,4,2,54.0,1
799,0,9.0,3,4,1549.0,4,3,35.0,1
800,3,24.0,1,2,1597.0,2,3,54.0,1
801,0,18.0,1,6,1795.0,2,0,48.0,1
802,1,20.0,1,3,4272.0,2,0,24.0,1
803,3,12.0,1,6,976.0,4,3,35.0,1
804,0,12.0,3,4,7472.0,4,0,24.0,1
805,1,36.0,3,4,9271.0,2,3,24.0,0
806,0,6.0,3,6,590.0,2,2,26.0,1
807,3,12.0,1,6,930.0,4,3,65.0,1
808,0,42.0,0,9,9283.0,2,3,55.0,1
809,0,15.0,4,4,1778.0,2,0,26.0,0
810,0,8.0,3,0,907.0,2,2,26.0,1
811,0,6.0,3,6,484.0,2,2,28.0,1
812,1,36.0,1,9,9629.0,2,3,24.0,0
813,1,48.0,3,1,3051.0,2,3,54.0,0
814,1,48.0,3,4,3931.0,2,3,46.0,0
815,0,36.0,2,4,7432.0,2,0,54.0,1
816,3,6.0,3,1,1338.0,1,1,62.0,1
817,3,6.0,1,6,1554.0,2,0,24.0,1
818,1,36.0,3,5,15857.0,2,1,43.0,1
819,1,18.0,3,6,1345.0,2,2,26.0,0
820,3,12.0,3,4,1101.0,2,2,27.0,1
821,2,12.0,3,6,3016.0,2,2,24.0,1
822,1,36.0,3,3,2712.0,2,3,41.0,0
823,1,8.0,1,4,731.0,2,3,47.0,1
824,3,18.0,1,3,3780.0,2,1,35.0,1
825,1,21.0,1,4,1602.0,2,2,30.0,1
826,1,18.0,1,4,3966.0,2,0,33.0,0
827,3,18.0,4,0,4165.0,2,3,36.0,0
828,1,36.0,3,9,8335.0,4,3,47.0,0
829,0,48.0,2,0,6681.0,4,3,38.0,1
830,3,24.0,2,0,2375.0,1,3,44.0,1
831,1,18.0,3,4,1216.0,2,0,23.0,0
832,1,45.0,4,0,11816.0,2,3,29.0,0
833,0,24.0,3,6,5084.0,4,0,42.0,1
834,2,15.0,3,6,2327.0,2,0,25.0,0
835,1,12.0,4,4,1082.0,2,3,48.0,0
836,3,12.0,3,6,886.0,4,0,21.0,1
837,3,4.0,3,3,601.0,2,0,23.0,1
838,1,24.0,1,9,2957.0,2,3,63.0,1
839,3,24.0,1,6,2611.0,2,2,46.0,1
840,1,36.0,3,3,5179.0,2,3,29.0,0
841,3,21.0,2,9,2993.0,2,3,28.0,1
842,3,18.0,3,7,1943.0,2,0,23.0,0
843,3,24.0,0,0,1559.0,2,3,50.0,1
844,3,18.0,3,3,3422.0,2,3,47.0,1
845,0,21.0,3,3,3976.0,4,3,35.0,1
846,3,18.0,3,4,6761.0,4,3,68.0,0
847,3,24.0,3,4,1249.0,2,2,28.0,1
848,1,9.0,3,6,1364.0,2,3,59.0,1
849,1,12.0,3,6,709.0,2,3,57.0,0
850,1,20.0,1,4,2235.0,2,2,33.0,0
851,3,24.0,1,9,4042.0,4,3,43.0,1
852,3,15.0,1,6,1471.0,2,3,35.0,1
853,1,18.0,0,4,1442.0,2,3,32.0,0
854,3,36.0,2,4,10875.0,2,3,45.0,1
855,3,24.0,3,4,1474.0,0,2,33.0,1
856,3,10.0,3,8,894.0,4,0,40.0,1
857,3,15.0,1,3,3343.0,2,3,28.0,1
858,1,15.0,3,4,3959.0,2,0,29.0,0
859,3,9.0,3,4,3577.0,0,3,26.0,1
860,3,24.0,1,9,5804.0,3,3,27.0,1
861,3,18.0,2,0,2169.0,2,2,28.0,0
862,1,24.0,3,6,2439.0,2,0,35.0,0
863,3,27.0,1,3,4526.0,3,3,32.0,1
864,3,10.0,3,3,2210.0,2,3,25.0,0
865,3,15.0,3,3,2221.0,1,0,20.0,1
866,1,18.0,3,6,2389.0,2,0,27.0,1
867,3,12.0,1,3,3331.0,2,3,42.0,1
868,3,36.0,3,0,7409.0,4,3,37.0,1
869,1,12.0,3,3,652.0,2,0,24.0,1
870,3,36.0,2,3,7678.0,1,0,40.0,1
871,2,6.0,1,4,1343.0,2,3,46.0,1
872,1,24.0,1,0,1382.0,0,3,26.0,1
873,3,15.0,3,1,874.0,4,0,24.0,1
874,1,12.0,3,3,3590.0,2,3,29.0,1
875,0,11.0,1,4,1322.0,3,0,40.0,1
876,1,18.0,0,6,1940.0,2,3,36.0,1
877,3,36.0,3,6,3595.0,2,3,28.0,1
878,1,9.0,3,4,1422.0,2,3,27.0,0
879,3,30.0,1,6,6742.0,4,3,36.0,1
880,3,24.0,3,9,7814.0,2,3,38.0,1
881,3,24.0,3,9,9277.0,4,1,48.0,1
882,0,30.0,1,4,2181.0,4,3,36.0,1
883,3,18.0,1,6,1098.0,2,0,65.0,1
884,0,24.0,3,3,4057.0,2,1,43.0,0
885,1,12.0,3,2,795.0,2,0,53.0,0
886,0,24.0,1,0,2825.0,4,3,34.0,1
887,0,48.0,3,0,15672.0,2,3,23.0,0
888,3,36.0,1,4,6614.0,2,3,34.0,1
889,3,28.0,0,9,7824.0,4,3,40.0,1
890,1,27.0,1,0,2442.0,2,3,43.0,1
891,3,15.0,1,6,1829.0,2,3,46.0,1
892,1,12.0,1,4,2171.0,2,3,38.0,1
893,0,36.0,1,9,5800.0,2,3,34.0,1
894,3,18.0,1,6,1169.0,4,3,29.0,1
895,3,36.0,2,9,8947.0,4,3,31.0,1
896,1,21.0,3,6,2606.0,2,0,28.0,1
897,3,12.0,1,3,1592.0,3,0,35.0,1
898,3,15.0,3,3,2186.0,4,0,33.0,1
899,1,18.0,3,3,4153.0,2,3,42.0,0
900,1,16.0,1,4,2625.0,2,3,43.0,0
901,3,20.0,1,4,3485.0,4,1,44.0,1
902,3,36.0,1,9,10477.0,4,3,42.0,1
903,3,15.0,3,6,1386.0,4,2,40.0,1
904,3,24.0,3,6,1278.0,2,3,36.0,1
905,1,12.0,3,6,1107.0,2,3,20.0,1
906,1,21.0,3,4,3763.0,4,3,24.0,1
907,0,36.0,3,2,3711.0,4,2,27.0,1
908,3,15.0,2,9,3594.0,2,0,46.0,1
909,0,9.0,3,4,3195.0,4,0,33.0,1
910,3,36.0,2,6,4454.0,2,0,34.0,1
911,0,24.0,1,3,4736.0,2,0,25.0,0
912,0,30.0,3,6,2991.0,4,0,25.0,1
913,3,11.0,3,0,2142.0,3,1,28.0,1
914,1,24.0,0,0,3161.0,2,3,31.0,0
915,0,48.0,4,5,18424.0,2,0,32.0,0
916,3,10.0,3,9,2848.0,0,3,32.0,1
917,1,6.0,3,4,14896.0,2,3,68.0,0
918,1,24.0,3,3,2359.0,0,1,33.0,0
919,1,24.0,3,3,3345.0,2,3,39.0,0
920,3,18.0,1,3,1817.0,2,0,28.0,1
921,3,48.0,2,6,12749.0,1,3,37.0,1
922,1,9.0,3,6,1366.0,2,0,22.0,0
923,0,12.0,3,4,2002.0,2,3,30.0,1
924,1,24.0,0,3,6872.0,2,1,55.0,0
925,1,12.0,0,4,697.0,2,3,46.0,0
926,1,18.0,1,3,1049.0,2,0,21.0,1
927,1,48.0,3,9,10297.0,2,3,39.0,0
928,3,30.0,3,6,1867.0,4,3,58.0,1
929,1,12.0,2,4,1344.0,2,3,43.0,1
930,1,24.0,3,3,1747.0,2,3,24.0,1
931,0,9.0,3,6,1670.0,2,0,22.0,0
932,3,9.0,1,4,1224.0,2,3,30.0,1
933,3,12.0,1,6,522.0,1,3,42.0,1
934,1,12.0,3,6,1498.0,2,0,23.0,1
935,0,30.0,2,6,1919.0,0,3,30.0,0
936,2,9.0,3,6,745.0,2,0,28.0,0
937,0,6.0,3,6,2063.0,2,2,30.0,1
938,0,60.0,3,2,6288.0,2,3,42.0,0
939,3,24.0,1,9,6842.0,4,3,46.0,1
940,3,12.0,3,4,3527.0,4,3,45.0,1
941,3,10.0,3,4,1546.0,2,3,31.0,1
942,3,24.0,3,3,929.0,4,3,31.0,1
943,3,4.0,1,4,1455.0,2,3,42.0,1
944,1,15.0,3,3,1845.0,2,0,46.0,1
945,0,48.0,4,4,8358.0,1,0,30.0,1
946,1,24.0,0,3,3349.0,1,3,30.0,0
947,3,12.0,3,4,2859.0,4,3,38.0,1
948,3,18.0,3,3,1533.0,2,2,43.0,0
949,3,24.0,3,6,3621.0,0,3,31.0,0
950,0,18.0,1,0,3590.0,2,2,40.0,1
951,1,36.0,2,0,2145.0,2,3,24.0,0
952,0,24.0,3,9,4113.0,1,0,28.0,0
953,3,36.0,3,3,10974.0,2,0,26.0,0
954,1,12.0,3,4,1893.0,2,0,29.0,1
955,1,24.0,1,6,1231.0,3,0,57.0,1
956,2,30.0,1,6,3656.0,4,3,49.0,1
957,0,9.0,1,6,1154.0,2,3,37.0,1
958,1,28.0,3,4,4006.0,2,3,45.0,0
959,0,24.0,3,3,3069.0,0,3,30.0,1
960,3,6.0,1,6,1740.0,2,2,30.0,1
961,0,21.0,2,4,2353.0,2,1,47.0,1
962,3,15.0,3,4,3556.0,4,3,29.0,1
963,3,24.0,3,6,2397.0,1,3,35.0,0
964,0,6.0,3,7,454.0,2,2,22.0,1
965,0,30.0,3,6,1715.0,4,0,26.0,1
966,0,27.0,1,6,2520.0,1,3,23.0,0
967,3,15.0,3,6,3568.0,2,0,54.0,1
968,3,42.0,3,6,7166.0,4,2,29.0,1
969,1,11.0,1,4,3939.0,2,3,40.0,1
970,0,15.0,3,7,1514.0,0,3,22.0,1
971,3,24.0,3,4,7393.0,2,3,43.0,1
972,1,24.0,0,4,1193.0,2,0,29.0,0
973,1,60.0,3,0,7297.0,2,3,36.0,0
974,3,30.0,1,6,2831.0,2,0,33.0,1
975,2,24.0,3,6,1258.0,1,0,57.0,1
976,0,6.0,3,6,753.0,2,0,64.0,1
977,0,18.0,2,0,2427.0,4,3,42.0,1
978,3,24.0,2,4,2538.0,2,3,47.0,0
979,0,15.0,0,4,1264.0,0,2,25.0,0
980,0,30.0,1,3,8386.0,2,3,49.0,0
981,3,48.0,3,0,4844.0,2,3,33.0,0
982,2,21.0,3,4,2923.0,0,0,28.0,1
983,1,36.0,3,9,8229.0,2,3,26.0,0
984,3,24.0,1,3,2028.0,2,3,30.0,1
985,1,15.0,1,3,1433.0,2,0,25.0,1
986,2,42.0,4,0,6289.0,2,1,33.0,1
987,3,13.0,3,6,1409.0,0,0,64.0,1
988,1,24.0,3,9,6579.0,2,3,29.0,1
989,0,24.0,1,6,1743.0,2,3,48.0,1
990,3,12.0,1,2,3565.0,4,3,37.0,1
991,3,15.0,0,6,1569.0,0,3,34.0,1
992,1,18.0,3,6,1936.0,4,2,23.0,1
993,1,36.0,3,3,3959.0,2,3,30.0,1
994,3,12.0,3,4,2390.0,4,3,50.0,1
995,3,12.0,3,3,1736.0,2,0,31.0,1
996,1,30.0,3,9,3857.0,2,1,40.0,1
997,3,12.0,3,6,804.0,2,3,38.0,1
998,1,45.0,3,6,1845.0,2,3,23.0,0
999,0,45.0,1,9,4576.0,0,3,27.0,1
